,DATE,HourlyWindSpeed,HourlyPrecipitation
3761,2009-05-05 20:51:00,6.0,0.04
3762,2009-05-05 21:51:00,9.0,0.02
3763,2009-05-05 22:51:00,8.0,0.04
3764,2009-05-05 23:23:00,8.0,0.03
3765,2009-05-05 23:36:00,6.0,0.08
3766,2009-05-05 23:40:00,5.0,0.09
3767,2009-05-05 23:51:00,7.0,0.1
3769,2009-05-06 00:04:00,0.0,0.02
3770,2009-05-06 00:51:00,5.0,0.05
3772,2009-05-06 01:49:00,6.0,0.01
3773,2009-05-06 01:51:00,7.0,0.02
3776,2009-05-06 02:35:00,3.0,0.01
3777,2009-05-06 02:43:00,6.0,0.01
3778,2009-05-06 02:51:00,7.0,0.01
3780,2009-05-06 03:51:00,8.0,0.01
3805,2009-05-06 21:00:00,7.0,0.03
3806,2009-05-06 21:10:00,8.0,0.06
3807,2009-05-06 21:23:00,9.0,0.06
3808,2009-05-06 21:51:00,13.0,0.06
3809,2009-05-06 22:18:00,7.0,0.01
3810,2009-05-06 22:20:00,8.0,0.01
3811,2009-05-06 22:42:00,7.0,0.22
3812,2009-05-06 22:51:00,5.0,0.27
3813,2009-05-06 23:01:00,7.0,0.03
3814,2009-05-06 23:11:00,5.0,0.06
3815,2009-05-06 23:28:00,3.0,0.11
3816,2009-05-06 23:37:00,8.0,0.49
3817,2009-05-06 23:51:00,5.0,0.68
3819,2009-05-07 00:07:00,3.0,0.09
3820,2009-05-07 00:20:00,6.0,0.15
3821,2009-05-07 00:33:00,0.0,0.21
3822,2009-05-07 00:42:00,6.0,0.21
3823,2009-05-07 00:51:00,6.0,0.21
3827,2009-05-07 02:44:00,5.0,0.01
3828,2009-05-07 02:51:00,5.0,0.01
3829,2009-05-07 03:29:00,0.0,0.13
3830,2009-05-07 03:44:00,0.0,0.14
3831,2009-05-07 03:51:00,5.0,0.14
3834,2009-05-07 04:51:00,0.0,0.01
3836,2009-05-07 05:16:00,0.0,0.02
3837,2009-05-07 05:30:00,0.0,0.03
3838,2009-05-07 05:51:00,0.0,0.03
3853,2009-05-07 12:51:00,0.0,0.01
3857,2009-05-07 14:22:00,3.0,0.59
3858,2009-05-07 14:46:00,0.0,0.65
3859,2009-05-07 14:51:00,0.0,0.67
3860,2009-05-07 15:00:00,5.0,0.01
3861,2009-05-07 15:04:00,0.0,0.02
3862,2009-05-07 15:15:00,5.0,0.04
3863,2009-05-07 15:30:00,3.0,0.04
3864,2009-05-07 15:51:00,0.0,0.04
3900,2009-05-09 02:40:00,5.0,0.04
3901,2009-05-09 02:51:00,0.0,0.1
3902,2009-05-09 03:04:00,3.0,0.04
3903,2009-05-09 03:11:00,5.0,0.14
3904,2009-05-09 03:13:00,6.0,0.14
3905,2009-05-09 03:51:00,11.0,0.27
3906,2009-05-09 04:02:00,5.0,0.07
3907,2009-05-09 04:21:00,0.0,0.25
3908,2009-05-09 04:34:00,6.0,0.25
3909,2009-05-09 04:41:00,0.0,0.25
3910,2009-05-09 04:49:00,3.0,0.25
3911,2009-05-09 04:51:00,0.0,0.25
4045,2009-05-14 09:51:00,8.0,0.01
4056,2009-05-14 20:51:00,10.0,0.02
4057,2009-05-14 21:51:00,0.0,0.02
4113,2009-05-16 08:15:00,7.0,0.01
4114,2009-05-16 08:31:00,0.0,0.05
4115,2009-05-16 08:51:00,5.0,0.05
4136,2009-05-16 22:51:00,0.0,0.04
4137,2009-05-16 23:03:00,3.0,0.03
4138,2009-05-16 23:18:00,3.0,0.06
4139,2009-05-16 23:51:00,0.0,0.07
4141,2009-05-17 00:07:00,0.0,0.02
4142,2009-05-17 00:18:00,0.0,0.03
4143,2009-05-17 00:33:00,0.0,0.03
4144,2009-05-17 00:51:00,0.0,0.03
4155,2009-05-17 03:29:00,0.0,0.01
4156,2009-05-17 03:36:00,3.0,0.01
4157,2009-05-17 03:51:00,3.0,0.01
4400,2009-05-28 17:51:00,0.0,0.01
4410,2009-05-28 21:51:00,0.0,0.01
4411,2009-05-28 22:51:00,0.0,0.01
4412,2009-05-28 23:51:00,0.0,0.03
4415,2009-05-29 00:21:00,6.0,0.01
4416,2009-05-29 00:26:00,6.0,0.01
4417,2009-05-29 00:51:00,0.0,0.01
4424,2009-05-29 04:24:00,0.0,0.02
4425,2009-05-29 04:33:00,0.0,0.13
4426,2009-05-29 04:47:00,0.0,0.18
4427,2009-05-29 04:51:00,0.0,0.19
4428,2009-05-29 05:02:00,0.0,0.04
4429,2009-05-29 05:09:00,0.0,0.06
4430,2009-05-29 05:16:00,0.0,0.08
4431,2009-05-29 05:39:00,0.0,0.17
4432,2009-05-29 05:51:00,0.0,0.2
4433,2009-05-29 06:43:00,0.0,0.03
4434,2009-05-29 06:51:00,0.0,0.03
4520,2009-06-02 08:51:00,5.0,0.01
4527,2009-06-02 15:13:00,9.0,0.01
4528,2009-06-02 15:33:00,0.0,0.05
4529,2009-06-02 15:43:00,3.0,0.05
4530,2009-06-02 15:51:00,3.0,0.05
4543,2009-06-03 03:51:00,6.0,0.01
4544,2009-06-03 04:51:00,0.0,0.03
4556,2009-06-03 14:18:00,5.0,0.01
4557,2009-06-03 14:31:00,8.0,0.01
4558,2009-06-03 14:51:00,7.0,0.01
4560,2009-06-03 16:51:00,0.0,0.04
4561,2009-06-03 16:53:00,0.0,0.01
4562,2009-06-03 17:02:00,3.0,0.04
4563,2009-06-03 17:51:00,0.0,0.08
4569,2009-06-03 22:18:00,5.0,0.05
4570,2009-06-03 22:25:00,3.0,0.08
4571,2009-06-03 22:51:00,3.0,0.15
4572,2009-06-03 23:00:00,0.0,0.02
4573,2009-06-03 23:19:00,0.0,0.08
4574,2009-06-03 23:30:00,0.0,0.13
4575,2009-06-03 23:51:00,3.0,0.18
4577,2009-06-04 00:07:00,0.0,0.02
4578,2009-06-04 00:09:00,3.0,0.03
4579,2009-06-04 00:31:00,0.0,0.08
4580,2009-06-04 00:51:00,0.0,0.1
4581,2009-06-04 01:00:00,5.0,0.01
4582,2009-06-04 01:48:00,0.0,0.11
4583,2009-06-04 01:51:00,0.0,0.11
4584,2009-06-04 02:10:00,0.0,0.03
4585,2009-06-04 02:17:00,3.0,0.05
4586,2009-06-04 02:43:00,7.0,0.09
4587,2009-06-04 02:51:00,7.0,0.11
4588,2009-06-04 03:03:00,7.0,0.02
4589,2009-06-04 03:12:00,8.0,0.03
4590,2009-06-04 03:51:00,3.0,0.1
4591,2009-06-04 04:05:00,8.0,0.01
4592,2009-06-04 04:13:00,3.0,0.02
4593,2009-06-04 04:21:00,5.0,0.02
4594,2009-06-04 04:51:00,0.0,0.05
4595,2009-06-04 05:00:00,0.0,0.02
4596,2009-06-04 05:13:00,5.0,0.04
4597,2009-06-04 05:34:00,5.0,0.06
4598,2009-06-04 05:51:00,0.0,0.06
4599,2009-06-04 06:05:00,0.0,0.01
4600,2009-06-04 06:17:00,0.0,0.01
4601,2009-06-04 06:27:00,5.0,0.01
4602,2009-06-04 06:51:00,0.0,0.01
4623,2009-06-05 02:51:00,0.0,0.01
4625,2009-06-05 04:51:00,5.0,0.01
4626,2009-06-05 05:51:00,7.0,0.02
4627,2009-06-05 06:26:00,5.0,0.02
4628,2009-06-05 06:35:00,8.0,0.02
4629,2009-06-05 06:51:00,8.0,0.02
4630,2009-06-05 07:27:00,9.0,0.02
4631,2009-06-05 07:37:00,9.0,0.02
4632,2009-06-05 07:49:00,7.0,0.02
4633,2009-06-05 07:51:00,9.0,0.02
4634,2009-06-05 08:11:00,9.0,0.01
4635,2009-06-05 11:19:00,10.0,0.04
4636,2009-06-05 11:51:00,9.0,0.09
4637,2009-06-05 12:32:00,15.0,0.06
4638,2009-06-05 12:51:00,14.0,0.08
4639,2009-06-05 13:34:00,15.0,0.05
4640,2009-06-05 13:51:00,11.0,0.07
4641,2009-06-05 14:51:00,11.0,0.07
4642,2009-06-05 15:18:00,17.0,0.02
4643,2009-06-05 15:51:00,16.0,0.06
4644,2009-06-05 16:51:00,11.0,0.06
4645,2009-06-05 17:02:00,10.0,0.01
4646,2009-06-05 17:36:00,11.0,0.04
4647,2009-06-05 17:51:00,10.0,0.04
4648,2009-06-05 18:51:00,6.0,0.08
4649,2009-06-05 19:08:00,9.0,0.02
4650,2009-06-05 19:51:00,3.0,0.09
4651,2009-06-05 20:51:00,6.0,0.01
4652,2009-06-05 21:51:00,5.0,0.01
4653,2009-06-05 22:24:00,5.0,0.01
4654,2009-06-05 22:37:00,7.0,0.01
4655,2009-06-05 22:51:00,5.0,0.02
4747,2009-06-08 23:30:00,7.0,0.01
4748,2009-06-08 23:51:00,5.0,0.01
4750,2009-06-09 00:22:00,6.0,0.01
4751,2009-06-09 00:51:00,6.0,0.01
4752,2009-06-09 01:39:00,6.0,0.02
4753,2009-06-09 01:49:00,5.0,0.35
4754,2009-06-09 01:51:00,6.0,0.55
4755,2009-06-09 02:03:00,0.0,0.27
4756,2009-06-09 02:32:00,3.0,0.52
4757,2009-06-09 02:51:00,6.0,0.54
4758,2009-06-09 03:12:00,3.0,0.01
4759,2009-06-09 03:25:00,7.0,0.02
4760,2009-06-09 03:39:00,6.0,0.02
4761,2009-06-09 03:51:00,5.0,0.03
4762,2009-06-09 04:01:00,3.0,0.01
4763,2009-06-09 04:17:00,3.0,0.01
4764,2009-06-09 04:33:00,3.0,0.01
4765,2009-06-09 04:51:00,5.0,0.01
4772,2009-06-09 07:19:00,3.0,0.34
4773,2009-06-09 07:34:00,3.0,0.57
4774,2009-06-09 07:45:00,8.0,0.6
4775,2009-06-09 07:51:00,0.0,0.61
4777,2009-06-09 08:05:00,0.0,0.02
4778,2009-06-09 08:23:00,7.0,0.06
4779,2009-06-09 08:41:00,6.0,0.09
4780,2009-06-09 08:51:00,6.0,0.09
4829,2009-06-10 07:30:00,5.0,0.01
4830,2009-06-10 07:37:00,6.0,0.01
4831,2009-06-10 07:47:00,6.0,0.01
4832,2009-06-10 07:51:00,5.0,0.01
4865,2009-06-11 01:51:00,8.0,0.01
4866,2009-06-11 02:31:00,9.0,0.04
4867,2009-06-11 02:51:00,6.0,0.06
4872,2009-06-11 06:43:00,5.0,0.01
4873,2009-06-11 06:51:00,7.0,0.01
4874,2009-06-11 07:03:00,8.0,0.01
4875,2009-06-11 07:35:00,7.0,0.01
4876,2009-06-11 07:51:00,10.0,0.01
4893,2009-06-11 14:48:00,5.0,0.01
4894,2009-06-11 14:51:00,7.0,0.01
4901,2009-06-11 20:51:00,6.0,0.01
4904,2009-06-11 23:51:00,6.0,0.03
4906,2009-06-12 00:08:00,7.0,0.08
4907,2009-06-12 00:19:00,7.0,0.14
4908,2009-06-12 00:48:00,0.0,0.14
4909,2009-06-12 00:51:00,3.0,0.15
4910,2009-06-12 01:00:00,7.0,0.04
4911,2009-06-12 01:04:00,7.0,0.09
4912,2009-06-12 01:13:00,7.0,0.25
4913,2009-06-12 01:27:00,5.0,0.37
4914,2009-06-12 01:40:00,6.0,0.37
4915,2009-06-12 01:51:00,5.0,0.38
4916,2009-06-12 02:08:00,3.0,0.08
4917,2009-06-12 02:16:00,3.0,0.08
4918,2009-06-12 02:51:00,3.0,0.08
4926,2009-06-12 06:51:00,0.0,0.01
4930,2009-06-12 08:51:00,3.0,0.01
4963,2009-06-13 12:51:00,7.0,0.01
4964,2009-06-13 13:43:00,7.0,0.02
4965,2009-06-13 13:51:00,7.0,0.06
4967,2009-06-13 14:33:00,6.0,0.01
4968,2009-06-13 14:51:00,3.0,0.01
4969,2009-06-13 15:51:00,0.0,0.01
4970,2009-06-13 16:35:00,7.0,0.01
4971,2009-06-13 16:51:00,6.0,0.01
4974,2009-06-13 19:51:00,6.0,0.01
4978,2009-06-13 23:51:00,3.0,0.02
4980,2009-06-14 00:51:00,3.0,0.01
4984,2009-06-14 04:51:00,5.0,0.01
5015,2009-06-15 04:35:00,5.0,0.1
5016,2009-06-15 04:43:00,5.0,0.15
5017,2009-06-15 04:47:00,3.0,0.16
5018,2009-06-15 04:51:00,5.0,0.16
5019,2009-06-15 05:30:00,7.0,0.07
5020,2009-06-15 05:48:00,7.0,0.07
5021,2009-06-15 05:51:00,6.0,0.07
5022,2009-06-15 06:13:00,5.0,0.01
5023,2009-06-15 06:51:00,0.0,0.01
5036,2009-06-15 16:15:00,3.0,0.02
5037,2009-06-15 16:24:00,5.0,0.18
5038,2009-06-15 16:32:00,5.0,0.25
5039,2009-06-15 16:48:00,6.0,0.26
5040,2009-06-15 16:51:00,5.0,0.26
5114,2009-06-18 00:51:00,7.0,0.06
5115,2009-06-18 01:01:00,5.0,0.03
5116,2009-06-18 01:42:00,3.0,0.1
5117,2009-06-18 01:51:00,5.0,0.11
5120,2009-06-18 03:33:00,3.0,0.01
5121,2009-06-18 03:51:00,5.0,0.02
5124,2009-06-18 05:51:00,3.0,0.03
5125,2009-06-18 06:08:00,9.0,0.04
5126,2009-06-18 06:16:00,5.0,0.1
5127,2009-06-18 06:25:00,7.0,0.12
5128,2009-06-18 06:32:00,9.0,0.12
5129,2009-06-18 06:51:00,8.0,0.16
5130,2009-06-18 07:05:00,6.0,0.01
5131,2009-06-18 07:51:00,9.0,0.03
5132,2009-06-18 08:01:00,9.0,0.01
5133,2009-06-18 08:08:00,7.0,0.03
5134,2009-06-18 08:34:00,3.0,0.18
5135,2009-06-18 08:43:00,7.0,0.24
5136,2009-06-18 08:51:00,10.0,0.3
5137,2009-06-18 09:07:00,8.0,0.13
5138,2009-06-18 09:51:00,5.0,0.49
5139,2009-06-18 10:12:00,5.0,0.12
5140,2009-06-18 10:20:00,9.0,0.14
5141,2009-06-18 10:51:00,7.0,0.28
5142,2009-06-18 11:21:00,6.0,0.09
5143,2009-06-18 11:44:00,7.0,0.12
5144,2009-06-18 11:51:00,7.0,0.14
5145,2009-06-18 12:28:00,6.0,0.15
5146,2009-06-18 12:46:00,9.0,0.25
5147,2009-06-18 12:51:00,7.0,0.3
5148,2009-06-18 13:03:00,5.0,0.07
5149,2009-06-18 13:10:00,8.0,0.08
5150,2009-06-18 13:31:00,8.0,0.09
5151,2009-06-18 13:40:00,8.0,0.1
5152,2009-06-18 13:51:00,10.0,0.16
5155,2009-06-18 14:29:00,13.0,0.08
5156,2009-06-18 14:38:00,8.0,0.1
5157,2009-06-18 14:51:00,10.0,0.11
5161,2009-06-18 16:00:00,9.0,0.02
5162,2009-06-18 16:09:00,5.0,0.1
5163,2009-06-18 16:25:00,6.0,0.1
5164,2009-06-18 16:51:00,8.0,0.1
5169,2009-06-18 19:51:00,5.0,0.01
5233,2009-06-20 10:51:00,0.0,0.01
5234,2009-06-20 11:05:00,6.0,0.02
5235,2009-06-20 11:18:00,5.0,0.02
5236,2009-06-20 11:51:00,3.0,0.04
5237,2009-06-20 12:51:00,0.0,0.01
5238,2009-06-20 13:00:00,0.0,0.01
5239,2009-06-20 13:06:00,3.0,0.02
5240,2009-06-20 13:18:00,6.0,0.05
5241,2009-06-20 13:38:00,3.0,0.07
5242,2009-06-20 13:46:00,7.0,0.08
5243,2009-06-20 13:51:00,3.0,0.1
5253,2009-06-20 16:51:00,8.0,0.01
5254,2009-06-20 17:51:00,3.0,0.05
5255,2009-06-20 18:10:00,6.0,0.01
5256,2009-06-20 18:27:00,3.0,0.02
5257,2009-06-20 18:51:00,7.0,0.02
5260,2009-06-20 21:24:00,5.0,0.02
5261,2009-06-20 21:51:00,5.0,0.02
5262,2009-06-20 22:15:00,7.0,0.01
5263,2009-06-20 22:51:00,7.0,0.01
5264,2009-06-20 23:38:00,7.0,0.01
5265,2009-06-20 23:51:00,7.0,0.01
5267,2009-06-21 00:51:00,7.0,0.02
5268,2009-06-21 01:51:00,5.0,0.02
5269,2009-06-21 02:51:00,5.0,0.03
5270,2009-06-21 03:13:00,3.0,0.03
5271,2009-06-21 03:51:00,5.0,0.04
5272,2009-06-21 04:26:00,7.0,0.03
5273,2009-06-21 04:43:00,7.0,0.06
5274,2009-06-21 04:51:00,7.0,0.09
5275,2009-06-21 05:01:00,8.0,0.01
5276,2009-06-21 05:37:00,5.0,0.03
5277,2009-06-21 05:44:00,7.0,0.03
5278,2009-06-21 05:51:00,3.0,0.03
5295,2009-06-21 16:51:00,7.0,0.03
5297,2009-06-21 18:51:00,6.0,0.01
5298,2009-06-21 19:00:00,7.0,0.01
5299,2009-06-21 19:04:00,7.0,0.04
5300,2009-06-21 19:12:00,8.0,0.08
5301,2009-06-21 19:17:00,6.0,0.09
5302,2009-06-21 19:32:00,7.0,0.14
5303,2009-06-21 19:44:00,6.0,0.17
5304,2009-06-21 19:51:00,3.0,0.18
5362,2009-06-24 00:43:00,0.0,0.04
5363,2009-06-24 00:51:00,0.0,0.04
5367,2009-06-24 02:13:00,0.0,0.03
5368,2009-06-24 02:51:00,0.0,0.13
5382,2009-06-24 12:51:00,0.0,0.01
5383,2009-06-24 13:51:00,0.0,0.02
5388,2009-06-24 15:51:00,8.0,0.01
5389,2009-06-24 16:00:00,7.0,0.01
5390,2009-06-24 16:05:00,6.0,0.03
5391,2009-06-24 16:23:00,6.0,0.08
5392,2009-06-24 16:33:00,0.0,0.08
5393,2009-06-24 16:51:00,0.0,0.08
5394,2009-06-24 17:18:00,8.0,0.01
5395,2009-06-24 17:25:00,5.0,0.01
5396,2009-06-24 17:51:00,3.0,0.01
5443,2009-06-26 08:00:00,8.0,0.01
5444,2009-06-26 08:11:00,5.0,0.03
5445,2009-06-26 08:21:00,3.0,0.05
5446,2009-06-26 08:28:00,8.0,0.05
5447,2009-06-26 08:40:00,3.0,0.05
5448,2009-06-26 08:51:00,5.0,0.05
5449,2009-06-26 09:05:00,3.0,0.01
5450,2009-06-26 09:18:00,6.0,0.01
5451,2009-06-26 09:36:00,3.0,0.01
5452,2009-06-26 09:51:00,0.0,0.01
5460,2009-06-26 17:20:00,13.0,0.04
5523,2009-06-30 16:20:00,5.0,0.14
5524,2009-06-30 16:34:00,5.0,0.37
5525,2009-06-30 16:41:00,6.0,0.37
5526,2009-06-30 16:51:00,10.0,0.38
5527,2009-06-30 17:11:00,6.0,0.03
5528,2009-06-30 17:20:00,6.0,0.12
5529,2009-06-30 17:30:00,6.0,0.2
5530,2009-06-30 17:35:00,7.0,0.21
5531,2009-06-30 17:44:00,7.0,0.22
5532,2009-06-30 17:51:00,7.0,0.23
5533,2009-06-30 18:09:00,6.0,0.05
5534,2009-06-30 18:17:00,7.0,0.05
5535,2009-06-30 18:19:00,8.0,0.05
5536,2009-06-30 18:26:00,0.0,0.05
5537,2009-06-30 18:36:00,0.0,0.05
5538,2009-06-30 18:46:00,0.0,0.05
5587,2009-07-02 02:28:00,8.0,0.01
5588,2009-07-02 02:40:00,9.0,0.04
5589,2009-07-02 02:49:00,9.0,0.1
5590,2009-07-02 02:51:00,9.0,0.1
5593,2009-07-02 03:51:00,8.0,0.01
5594,2009-07-02 04:33:00,7.0,0.04
5595,2009-07-02 04:51:00,8.0,0.04
5608,2009-07-02 11:03:00,3.0,0.03
5609,2009-07-02 11:37:00,3.0,0.03
5610,2009-07-02 11:51:00,0.0,0.03
5614,2009-07-02 13:29:00,8.0,0.01
5615,2009-07-02 13:36:00,6.0,0.03
5616,2009-07-02 13:44:00,5.0,0.21
5617,2009-07-02 13:51:00,3.0,0.26
5619,2009-07-02 14:13:00,0.0,0.01
5620,2009-07-02 14:51:00,0.0,0.01
5621,2009-07-02 15:51:00,0.0,0.03
5628,2009-07-02 18:02:00,6.0,0.02
5629,2009-07-02 18:09:00,3.0,0.07
5630,2009-07-02 18:23:00,0.0,0.12
5631,2009-07-02 18:28:00,0.0,0.12
5632,2009-07-02 18:51:00,0.0,0.12
5743,2009-07-07 03:36:00,0.0,0.06
5744,2009-07-07 03:51:00,0.0,0.07
5756,2009-07-07 12:51:00,8.0,0.01
5766,2009-07-07 22:51:00,11.0,0.04
5767,2009-07-07 23:00:00,11.0,0.01
5768,2009-07-07 23:51:00,5.0,0.01
5868,2009-07-11 22:46:00,10.0,0.08
5869,2009-07-11 22:51:00,8.0,0.09
5870,2009-07-11 23:02:00,11.0,0.04
5871,2009-07-11 23:12:00,6.0,0.07
5872,2009-07-11 23:22:00,9.0,0.11
5873,2009-07-11 23:34:00,5.0,0.16
5874,2009-07-11 23:42:00,6.0,0.18
5875,2009-07-11 23:51:00,5.0,0.23
5877,2009-07-12 00:04:00,5.0,0.02
5878,2009-07-12 00:20:00,5.0,0.03
5879,2009-07-12 00:41:00,7.0,0.03
5880,2009-07-12 00:51:00,5.0,0.03
6041,2009-07-17 20:51:00,5.0,0.02
6042,2009-07-17 21:12:00,5.0,0.17
6043,2009-07-17 21:23:00,3.0,0.19
6044,2009-07-17 21:51:00,7.0,0.19
6062,2009-07-18 03:06:00,3.0,0.01
6063,2009-07-18 03:18:00,5.0,0.02
6064,2009-07-18 03:29:00,6.0,0.02
6065,2009-07-18 03:37:00,5.0,0.02
6066,2009-07-18 03:51:00,3.0,0.02
6150,2009-07-21 04:46:00,10.0,0.01
6151,2009-07-21 04:51:00,13.0,0.03
6152,2009-07-21 05:00:00,7.0,0.02
6153,2009-07-21 05:01:00,9.0,0.03
6154,2009-07-21 05:17:00,7.0,0.11
6155,2009-07-21 05:35:00,6.0,0.2
6156,2009-07-21 05:51:00,8.0,0.24
6157,2009-07-21 06:15:00,8.0,0.17
6158,2009-07-21 06:25:00,7.0,0.19
6159,2009-07-21 06:51:00,7.0,0.23
6160,2009-07-21 07:16:00,10.0,0.05
6161,2009-07-21 07:30:00,9.0,0.09
6162,2009-07-21 07:51:00,6.0,0.16
6163,2009-07-21 08:51:00,7.0,0.24
6164,2009-07-21 09:00:00,9.0,0.03
6165,2009-07-21 09:06:00,10.0,0.04
6166,2009-07-21 09:22:00,9.0,0.07
6167,2009-07-21 09:49:00,7.0,0.08
6168,2009-07-21 09:51:00,8.0,0.08
6169,2009-07-21 10:51:00,7.0,0.02
6172,2009-07-21 13:51:00,10.0,0.01
6174,2009-07-21 15:49:00,10.0,0.01
6175,2009-07-21 15:51:00,7.0,0.01
6179,2009-07-21 16:32:00,5.0,0.01
6180,2009-07-21 16:51:00,3.0,0.01
6181,2009-07-21 17:00:00,5.0,0.01
6182,2009-07-21 17:51:00,5.0,0.07
6183,2009-07-21 18:51:00,5.0,0.03
6188,2009-07-21 20:51:00,0.0,0.01
6270,2009-07-23 15:44:00,10.0,0.04
6271,2009-07-23 15:51:00,8.0,0.05
6272,2009-07-23 16:17:00,10.0,0.06
6273,2009-07-23 16:24:00,10.0,0.09
6274,2009-07-23 16:51:00,8.0,0.18
6275,2009-07-23 17:02:00,10.0,0.03
6276,2009-07-23 17:09:00,8.0,0.04
6277,2009-07-23 17:18:00,9.0,0.05
6278,2009-07-23 17:51:00,7.0,0.07
6279,2009-07-23 18:08:00,7.0,0.02
6280,2009-07-23 18:15:00,5.0,0.03
6281,2009-07-23 18:41:00,10.0,0.04
6282,2009-07-23 18:51:00,15.0,0.04
6290,2009-07-23 23:42:00,5.0,0.02
6291,2009-07-23 23:50:00,5.0,0.03
6293,2009-07-24 00:23:00,3.0,0.04
6294,2009-07-24 00:51:00,5.0,0.04
6350,2009-07-26 03:48:00,7.0,0.1
6351,2009-07-26 03:51:00,6.0,0.1
6353,2009-07-26 04:51:00,3.0,0.02
6371,2009-07-26 17:16:00,5.0,0.01
6372,2009-07-26 17:25:00,7.0,0.31
6373,2009-07-26 17:39:00,7.0,0.9
6374,2009-07-26 17:49:00,3.0,0.99
6375,2009-07-26 17:51:00,5.0,0.99
6379,2009-07-26 20:31:00,7.0,0.05
6380,2009-07-26 20:40:00,6.0,0.06
6381,2009-07-26 20:51:00,6.0,0.07
6382,2009-07-26 21:04:00,7.0,0.03
6383,2009-07-26 21:51:00,6.0,0.04
6384,2009-07-26 22:04:00,9.0,0.06
6385,2009-07-26 22:15:00,7.0,0.18
6386,2009-07-26 22:23:00,5.0,0.19
6387,2009-07-26 22:51:00,0.0,0.2
6405,2009-07-27 14:24:00,10.0,0.01
6406,2009-07-27 14:30:00,6.0,0.15
6407,2009-07-27 14:39:00,5.0,0.19
6408,2009-07-27 14:51:00,7.0,0.2
6412,2009-07-27 16:30:00,10.0,0.13
6413,2009-07-27 16:38:00,3.0,0.37
6414,2009-07-27 16:46:00,3.0,0.4
6415,2009-07-27 16:51:00,0.0,0.4
6470,2009-07-29 13:38:00,9.0,0.02
6471,2009-07-29 13:48:00,7.0,0.12
6472,2009-07-29 13:51:00,3.0,0.14
6473,2009-07-29 14:00:00,7.0,0.06
6474,2009-07-29 14:12:00,9.0,0.42
6475,2009-07-29 14:17:00,6.0,0.53
6476,2009-07-29 14:46:00,0.0,0.72
6477,2009-07-29 14:51:00,5.0,0.72
6478,2009-07-29 15:12:00,3.0,0.1
6479,2009-07-29 15:24:00,0.0,0.1
6480,2009-07-29 15:46:00,3.0,0.17
6481,2009-07-29 15:51:00,0.0,0.17
6482,2009-07-29 16:51:00,5.0,0.01
6483,2009-07-29 17:51:00,17.0,0.01
6484,2009-07-29 18:00:00,10.0,0.04
6485,2009-07-29 18:03:00,6.0,0.25
6486,2009-07-29 18:12:00,8.0,0.29
6487,2009-07-29 18:17:00,5.0,0.29
6488,2009-07-29 18:24:00,6.0,0.29
6489,2009-07-29 18:41:00,6.0,0.3
6490,2009-07-29 18:51:00,7.0,0.32
6491,2009-07-29 19:00:00,6.0,0.01
6492,2009-07-29 19:09:00,6.0,0.05
6493,2009-07-29 19:27:00,7.0,0.1
6494,2009-07-29 19:51:00,8.0,0.14
6495,2009-07-29 20:51:00,3.0,0.01
6534,2009-07-31 05:16:00,3.0,0.03
6535,2009-07-31 05:26:00,3.0,0.04
6536,2009-07-31 05:38:00,7.0,0.04
6537,2009-07-31 05:51:00,0.0,0.07
6538,2009-07-31 06:51:00,5.0,0.01
6539,2009-07-31 07:00:00,3.0,0.04
6540,2009-07-31 07:13:00,0.0,0.19
6541,2009-07-31 07:22:00,6.0,0.19
6542,2009-07-31 07:51:00,5.0,0.19
6547,2009-07-31 10:42:00,8.0,0.02
6548,2009-07-31 10:51:00,9.0,0.02
6554,2009-07-31 15:13:00,9.0,0.02
6555,2009-07-31 15:21:00,6.0,0.02
6556,2009-07-31 15:51:00,6.0,0.02
6557,2009-07-31 16:43:00,6.0,0.07
6558,2009-07-31 16:51:00,8.0,0.09
6559,2009-07-31 17:07:00,7.0,0.07
6560,2009-07-31 17:49:00,11.0,0.27
6561,2009-07-31 17:51:00,10.0,0.28
6562,2009-07-31 18:01:00,9.0,0.02
6563,2009-07-31 18:51:00,3.0,0.03
6607,2009-08-02 07:07:00,3.0,0.01
6608,2009-08-02 07:19:00,6.0,0.02
6609,2009-08-02 07:30:00,3.0,0.03
6610,2009-08-02 07:40:00,3.0,0.05
6611,2009-08-02 07:49:00,0.0,0.07
6612,2009-08-02 07:51:00,5.0,0.07
6613,2009-08-02 08:02:00,3.0,0.05
6614,2009-08-02 08:27:00,8.0,0.15
6615,2009-08-02 08:34:00,7.0,0.15
6616,2009-08-02 08:42:00,8.0,0.15
6617,2009-08-02 08:51:00,8.0,0.15
6626,2009-08-02 11:27:00,5.0,0.01
6627,2009-08-02 11:51:00,8.0,0.07
6628,2009-08-02 12:19:00,7.0,0.09
6629,2009-08-02 12:29:00,5.0,0.18
6630,2009-08-02 12:46:00,0.0,0.56
6631,2009-08-02 12:51:00,6.0,0.58
6632,2009-08-02 13:17:00,6.0,0.11
6633,2009-08-02 13:25:00,5.0,0.14
6634,2009-08-02 13:35:00,0.0,0.15
6635,2009-08-02 13:51:00,7.0,0.16
6636,2009-08-02 14:30:00,9.0,0.02
6637,2009-08-02 14:39:00,3.0,0.02
6638,2009-08-02 14:51:00,6.0,0.02
6834,2009-08-09 23:51:00,6.0,0.01
6836,2009-08-10 00:34:00,10.0,0.03
6837,2009-08-10 00:47:00,10.0,0.18
